_id,glcm_90_homogeneity,glcm_45_dissimilarity,glcm_135_dissimilarity,glcm_0_homogeneity,glcm_45_homogeneity,glcm_135_homogeneity,glcm_90_entropy,glcm_90_dissimilarity,glcm_45_entropy,glcm_135_entropy,glcm_0_entropy,glcm_0_dissimilarity,glcm_0_variance_baris,glcm_0_variance_kolom,glcm_45_variance_baris,glcm_45_variance_kolom,glcm_90_variance_baris,glcm_90_variance_kolom,glcm_135_variance_baris,glcm_135_variance_kolom,glcm_0_mean_baris,glcm_0_mean_kolom,glcm_45_mean_baris,glcm_45_mean_kolom,glcm_90_mean_baris,glcm_90_mean_kolom,glcm_135_mean_baris,glcm_135_mean_kolom,glcm_45_contrast,glcm_135_contrast,glcm_90_contrast,glcm_45_correlation,glcm_135_correlation,glcm_90_correlation,glcm_0_contrast,glcm_0_correlation,glcm_45_asm,glcm_135_asm,glcm_0_asm,glcm_90_asm,name
ObjectId("5c0da1e030cffe04e0f7d477"),1.1839023754052098,1.1785220943993395,1.1785220943993395,1.1646248449523506,1.1590726623173815,1.1590726623173815,1.13939217991122,1.0871487629604921,1.08660808238978,1.08660808238978,1.0528671076147758,0.9897252124830724,0.942726566504803,0.942726566504803,0.942726566504803,0.942726566504803,0.942726566504803,0.942726566504803,0.942726566504803,0.942726566504803,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.8369965006105602,0.7827378705228671,0.7827378705228671,0.7748599941282626,0.7135132409813583,0.7135132409813583,0.6908009978937066,0.689993371566092,0.664470223909289,0.42733013607398274,0.42733013607398274,0.4233163771557358,0.4222014329568333,hasil_ig
