_id,name,glcm_0_contrast,glcm_0_dissimilarity,glcm_0_homogeneity,glcm_0_asm,glcm_0_entropy,glcm_0_mean_baris,glcm_0_mean_kolom,glcm_0_variance_baris,glcm_0_variance_kolom,glcm_0_correlation,glcm_45_contrast,glcm_45_dissimilarity,glcm_45_homogeneity,glcm_45_asm,glcm_45_entropy,glcm_45_mean_baris,glcm_45_mean_kolom,glcm_45_variance_baris,glcm_45_variance_kolom,glcm_45_correlation,glcm_90_contrast,glcm_90_dissimilarity,glcm_90_homogeneity,glcm_90_asm,glcm_90_entropy,glcm_90_mean_baris,glcm_90_mean_kolom,glcm_90_variance_baris,glcm_90_variance_kolom,glcm_90_correlation,glcm_135_contrast,glcm_135_dissimilarity,glcm_135_homogeneity,glcm_135_asm,glcm_135_entropy,glcm_135_mean_baris,glcm_135_mean_kolom,glcm_135_variance_baris,glcm_135_variance_kolom,glcm_135_correlation,dominant_color_0,dominant_color_0_percent,dominant_color_1,dominant_color_1_percent,dominant_color_2,dominant_color_2_percent,dominant_color_3,dominant_color_3_percent
ObjectId("5c0daf2230cffe434ca89674"),001_0037_XiaomiRedmiNote4X.jpg,0.1640873197702834,0.16009706439393936,0.9203424632982414,0.0495118742395318,3.3646524361796764,17.72167873289345,17.72167873289345,21.92314917507434,21.92314917507434,0.996257669952891,0.21774265213864114,0.20222277643524442,0.9003909339869545,0.04624999845999733,3.4578322154976515,17.720370864065874,17.72037086406587,21.93218279632981,21.932182796329805,0.9950360013373803,0.1976398307673512,0.18674586082600206,0.9076904919271593,0.04751648278410894,3.424405987128442,17.721111696603128,17.72111169660313,21.93007390770348,21.93007390770348,0.9954938630941434,0.21774265213864114,0.20222277643524442,0.9003909339869545,0.04624999845999733,3.4578322154976515,17.720370864065874,17.72037086406587,21.93218279632981,21.932182796329805,0.9950360013373803,"[197.27091941353598,93.79747162817047,131.22782748449788]",30.974674224853516,"[99.39450289072126,130.38304110194926,167.8375635800714]",15.073680877685547,"[144.5491634903412,95.71714241994269,137.08333333333334]",41.13874435424805,"[139.4163456308075,124.74514347881163,177.51323015476785]",12.813472747802734
ObjectId("5c0daf3f30cffe434ca89675"),002_0045_XiaomiRedmiNote4X.jpg,1.1851822152981428,0.5394290689149553,0.7829621573724179,0.061744448237002106,3.73154441644505,20.225816952284948,20.22581695228495,16.38568383321519,16.385683833215197,0.9638348259565557,2.206352618990968,0.7757377005319483,0.7199086357800217,0.05579258001483269,3.9643334224874702,20.224460096184615,20.224460096184625,16.389331232642235,16.389331232642245,0.9326893639626782,1.7255773460410546,0.6573287054007816,0.7530357275576512,0.05922075244373941,3.8483291735605034,20.223208967192097,20.223208967192082,16.405894513746556,16.40589451374656,0.9474098366110054,2.206352618990968,0.7757377005319483,0.7199086357800217,0.05579258001483269,3.9643334224874702,20.224460096184615,20.224460096184625,16.389331232642235,16.389331232642245,0.9326893639626782,"[150.30762140721689,105.92386076722192,158.67730436392426]",24.20635223388672,"[184.64308867577557,101.59193402191063,154.6624926796698]",25.588417053222656,"[194.75785986033736,91.32709724193468,122.54450476916936]",40.38858413696289,"[102.81074243173292,111.45983462742703,157.85611810664884]",9.817218780517578
ObjectId("5c0daf5d30cffe434ca89676"),003_0010_XiaomiRedmiNote4X.jpg,0.8773702880620732,0.3649890411168134,0.8518347640913683,0.03139568397700504,4.078313349646087,19.62713593215421,19.62713593215421,51.083584247704934,51.08358424770494,0.9914124047775532,1.3668546213243975,0.4890996809452969,0.812966352803386,0.02853186434013305,4.247592798140508,19.620527954791488,19.620527954791484,51.0782360889133,51.07823608891343,0.9866199899802235,0.9770378940615851,0.40557222934995085,0.8371006671628521,0.03034923124127501,4.139990551147628,19.62357190860216,19.623571908602177,51.05669681655448,51.05669681655444,0.9904318340689754,1.3668546213243975,0.4890996809452969,0.812966352803386,0.02853186434013305,4.247592798140508,19.620527954791488,19.620527954791484,51.0782360889133,51.07823608891343,0.9866199899802235,"[86.5810715856185,121.33590976884614,161.21477952209767]",21.070194244384766,"[176.65176766647056,93.70250543202829,134.340374096361]",16.358566284179688,"[231.2940180150145,88.33927880407927,119.61036726577802]",32.04832077026367,"[152.47769509766587,117.68387030320434,181.07653147219847]",30.52349090576172
ObjectId("5c0daf7530cffe434ca89677"),004_0029_XiaomiRedmiNote4X.jpg,0.5474945396505381,0.3011392274560118,0.8681978157450214,0.05072236909651441,3.6542323069539067,17.768160912298402,17.76816091229839,23.75367260787431,23.753672607874307,0.9884755812566647,0.6252851091560769,0.3276784494266282,0.8586309972345093,0.04937666855191828,3.6974941787880065,17.76773648890763,17.76773648890761,23.763241240545668,23.763241240545682,0.986843438089388,0.35655127382697943,0.2348542124877809,0.8926112181970631,0.05426126364531166,3.536843322894602,17.766104212487768,17.766104212487768,23.75230090910556,23.752300909105532,0.9924943845400207,0.6252851091560769,0.3276784494266282,0.8586309972345093,0.04937666855191828,3.6974941787880065,17.76773648890763,17.76773648890761,23.763241240545668,23.763241240545682,0.986843438089388,"[115.19347795563044,99.27136338107273,142.6996208930076]",27.16522216796875,"[181.18213230480706,94.06335875161444,131.8719644026114]",53.94325256347656,"[154.27749837655608,111.3179255840944,169.27227572295067]",13.76810073852539,"[58.72658750837489,111.13718082334549,149.94351596813817]",5.123996734619141
ObjectId("5c0daf9030cffe434ca89678"),005_0016_XiaomiRedmiNote4X.jpg,1.271959769061585,0.5095670668377316,0.8018482497770888,0.0271506685869857,4.169635731687687,15.468780547409601,15.468780547409596,29.69804553761769,29.698045537617695,0.9785851266297911,1.8623650180740354,0.6431193019973642,0.7650792501061658,0.02421518498108591,4.321972006275598,15.466814106441385,15.466814106441378,29.715205889102652,29.71520588910269,0.9686630975227896,1.2600300510141738,0.5154636714931567,0.7980293410750605,0.026690563997504524,4.180598699489932,15.469231599004157,15.469231599004162,29.70883000393613,29.708830003936136,0.9787936776566557,1.8623650180740354,0.6431193019973642,0.7650792501061658,0.02421518498108591,4.321972006275598,15.466814106441385,15.466814106441378,29.715205889102652,29.71520588910269,0.9686630975227896,"[185.86634198830933,85.71574204323191,98.02924066736534]",34.03282165527344,"[119.93629655227636,109.44185311458276,161.05473119049927]",22.631168365478516,"[73.67134390974076,112.20051728000325,152.6954921287905]",18.706130981445312,"[125.57149113797473,91.59196700915852,122.55566623128472]",24.630451202392578
ObjectId("5c0dafb330cffe434ca89679"),006_0015_XiaomiRedmiNote4X.jpg,0.2977093261241452,0.23557589503910026,0.8879058229123111,0.03989602439423209,3.870124181503246,16.1430439729961,16.143043972996107,57.80952299534768,57.80952299534763,0.9974250840458577,0.6293365974569276,0.34624649675259844,0.848551911673175,0.03708512566100506,4.049362852202046,16.138127562637997,16.13812756263799,57.83767916536153,57.837679165361536,0.9945594584141456,0.48889124358504504,0.2939185835166171,0.8681018633060013,0.03845656771335474,3.9680891904523117,16.140190176716786,16.140190176716786,57.793294902126995,57.79329490212696,0.9957703463315869,0.6293365974569276,0.34624649675259844,0.848551911673175,0.03708512566100506,4.049362852202046,16.138127562637997,16.13812756263799,57.83767916536153,57.837679165361536,0.9945594584141456,"[160.40727937862843,95.52251411605651,138.11451899371735]",17.986679077148438,"[49.02882297025502,112.00096688520176,147.13980262486893]",23.32286834716797,"[108.93231217277183,112.31476509133405,156.90883753715735]",20.601367950439453,"[199.7967746056557,92.01559341394314,126.45926298887545]",38.089656829833984
ObjectId("5c0dafcb30cffe434ca8967a"),007_0028_XiaomiRedmiNote4X.jpg,0.5945890991568913,0.36080977364369465,0.8408556082330938,0.03242863126614484,3.978154490831771,17.072485661809637,17.07248566180964,55.187701882564916,55.187701882564916,0.9946130290003543,1.34662202385218,0.5420652461613577,0.7916494274915535,0.029830827265265796,4.1700619922095346,17.065830473880798,17.0658304738808,55.188487092328685,55.188487092328735,0.9877997921776762,1.277379070442327,0.5054479395772228,0.806671274243795,0.03067691394197555,4.128462441768742,17.068897295790574,17.068897295790578,55.157522434229755,55.15752243422979,0.9884206268332164,1.34662202385218,0.5420652461613577,0.7916494274915535,0.029830827265265796,4.1700619922095346,17.065830473880798,17.0658304738808,55.188487092328685,55.188487092328735,0.9877997921776762,"[57.677401984372494,111.36859260786875,149.5573772370019]",16.640186309814453,"[181.35335555168112,95.28585223234043,137.38772581575313]",28.454208374023438,"[107.54741878773982,114.84692501719789,161.60498662386303]",31.202220916748047,"[217.90274443573196,91.47002030681384,124.13232804551943]",23.703956604003906
ObjectId("5c0dafe430cffe434ca8967b"),008_0062_XiaomiRedmiNote4X.jpg,0.1979844437316715,0.18276037848240465,0.9100664917702324,0.06395014592551343,3.3360624002349675,19.484404115499753,19.484404115499753,29.613984988083622,29.613984988083637,0.9966572475164792,0.2169782203837639,0.19559897527923267,0.9041948878732634,0.06303004116383962,3.36111883696735,19.483293821767003,19.483293821767006,29.62775342826892,29.627753428268914,0.996338260663114,0.1708020222385143,0.1648070931085045,0.9181910584276571,0.06528398726906227,3.2971320955921137,19.484519145588955,19.484519145588955,29.603439205866653,29.603439205866653,0.9971151658925379,0.2169782203837639,0.19559897527923267,0.9041948878732634,0.06303004116383962,3.36111883696735,19.483293821767003,19.483293821767006,29.62775342826892,29.627753428268914,0.996338260663114,"[154.36892429526782,96.57997347667883,136.72928278485432]",40.418148040771484,"[198.88015248513807,96.70101822388204,137.99348479819372]",47.98240661621094,"[41.6173620200297,94.82799747055104,147.96954366975984]",6.478214263916016,"[109.51207423418052,95.03980025340985,163.5860289185362]",5.121803283691406
ObjectId("5c0db00430cffe434ca8967c"),009_0015_XiaomiRedmiNote4X.jpg,0.5991721652003914,0.3593883644916905,0.8406715093988341,0.022065367841980876,4.272695801009602,15.601394489247324,15.601394489247323,62.89569804929019,62.89569804929018,0.9952367794317925,1.3266894658437596,0.519269891230917,0.7951805971873223,0.0192361270671244,4.488723543225056,15.595739344060187,15.595739344060183,62.902898765501256,62.90289876550131,0.9894544648030481,0.8215248503176932,0.40025698008308813,0.8305781741244858,0.0213940683995548,4.327031703806335,15.60292758736561,15.602927587365615,62.90391612223079,62.90391612223072,0.9934700023387953,1.3266894658437596,0.519269891230917,0.7951805971873223,0.0192361270671244,4.488723543225056,15.595739344060187,15.595739344060183,62.902898765501256,62.90289876550131,0.9894544648030481,"[38.14939469770192,95.03568701700496,148.8387419951364]",21.584510803222656,"[160.6140977460309,98.15043044857272,155.62817357723938]",32.238101959228516,"[208.38712586642913,96.01039162780083,131.38823754605926]",25.91714859008789,"[105.57897706700273,95.93472771474116,167.49925468934418]",20.26081085205078
ObjectId("5c0db02530cffe434ca8967d"),010_0008_XiaomiRedmiNote4X.jpg,0.2930479823435975,0.23900197794477016,0.8852645653359372,0.05161759930613981,3.492856338032955,21.505871307581856,21.505871307581863,16.782580615112877,16.782580615112874,0.9912692812546449,0.3339458342769291,0.2618465422362878,0.8753733442709183,0.05002153115582215,3.539203639162016,21.506349083494094,21.506349083494108,16.78212172191571,16.7821217219157,0.9900505478445908,0.25437400720918896,0.2121784885141741,0.8975098779838224,0.054078709012786455,3.4354994646482977,21.504220315554754,21.504220315554743,16.7896823661116,16.789682366111588,0.9924246926873787,0.3339458342769291,0.2618465422362878,0.8753733442709183,0.05002153115582215,3.539203639162016,21.506349083494094,21.506349083494108,16.78212172191571,16.7821217219157,0.9900505478445908,"[196.80450776463883,94.61566035047727,122.44120245049152]",33.465576171875,"[176.63982360182632,98.49049600299192,145.8980194162654]",30.58462142944336,"[134.01298019315138,101.25393248771918,158.74615344220973]",19.989013671875,"[222.07433886471236,96.25087274640141,143.92560733585194]",15.961360931396484
